message,genre,related
delma cant find potable water food medecine,direct,1
people want make card cin pap,direct,0
always always final victory,direct,0
staying makajou road child whose father died nothing please tell go,direct,1
reason cant repair house longer belongs come repair,direct,1
center blok leogane front fransc possibly french hospital cant find cd dont know guy passing info via cd something,direct,1
reconstruction effort official passing live survey damage,direct,1
jacmel nothing reached u people starting get sick asking help,direct,1
find little help today make day since people guiton victim aid feel since havent helped u time,direct,1
thanks everything heshe always stablesolid,direct,1
kolekte hell hungry please help,direct,1
could use thing like water food tent someone died receiving medication four people ill,direct,1
good evening await answer dont anybody please help u,direct,1
immunizing child good whole metropolis must done,direct,0
mayor bombon sold aid nobody found anything,direct,1
saying hi everyone working sm dont give get together help countryput hand dough bread,direct,1
quake head hit hard since give lot problem something wrong cannot see well would like find help,direct,1
ahaiti danger another earthquake,direct,1
dampmisty would like could send tent u little baby sleeping u dampness tent important u thank much,direct,1
great people vaccinated silvio cator ctr smelly need desinfected,direct,1
hour house destroyed spend entire life sleeping outside fine rain serein,direct,1
victim earthquake live mariani problem drinking water well tent waiting response,direct,1
village delmas yet find help street cannot anymore,direct,1
haiti need vertical earthquakeresistant construction decentralization commune communal section along,direct,1
problem pestel need help population,direct,1
run must look spectator prize know true christian always seek glorify god build,direct,0
hunger killing u please pas message u,direct,1
friend life carrefour haiti say hasnt aid passing people area cant find anything eat,direct,1
saw yesterday sign need know jesus stirring updoing,direct,1
saw yesterday sign need know jesus stirring updoing,direct,0
asking god mercy pardon,direct,0
people government taking portion aid coming people,direct,1
people source corossol local street official come vist help destruction,direct,1
trying form organization help,direct,1
material work come june huge difficulty allow mean buy material may operate took initiative,direct,1
please official street,direct,0
possible person trapped need serious aid located croix area pacot reginal,direct,1
please send information senegal,direct,1
gonaives lot damaged property noone helping,direct,1
word waiting fori expect answer thanks,direct,0
good evening say give priority people affected please came earthquake starving death please something,direct,1
ask necessary aid sent u need help authority area source cosel carrefour,direct,1
good evening thank food sent enough u rue bolosse eme already exhausted supply food please send u,direct,1
delmas received anything please spread word,direct,1
stay long serein open space outside light rain dont tent sheet cover location ba fort miragoane,direct,1
aware going connect please,direct,0
note requesting food water tent location given,direct,1
minister must know discouraged since,direct,1
information possible earthquake february nd st,direct,1
victim live cayes,direct,1
sm please please internally delmas rue toussaint cite castro never reach groupe even plastic water starve completly wet night,direct,1
people say france ready help student true,direct,1
good evening champ de mar st sleeping road,direct,1
sm friend posmachan oneed find food water authority give messag see iti,direct,1
house broken dont even haitian state,direct,1
market open say people poste marchando disaster victim make whatever soon area,direct,1
sm health cleaned reflection analysis education security rebuilding extract etc,direct,1
sm would good representative haitian crisis priority submit foreign mission necessary several comissions1 food water2,direct,1
need tent please cannot sleep outdoor like wet nightthe kid get sick,direct,1
dont food distribution die hungry since day dont eat hurry,direct,1
sm call number mine may participate help get well give u address mine,direct,0
sm happy information forget day even second plane goave mist night baby get sick,direct,0
note would like know senegal refugee program one go one doesnt passport,direct,1
cant take anymore friend thirst killing u help u thank,direct,1
tent dont tarp cant sleep street like anymore,direct,1
ministry information tell u build house going build u,direct,1
would like ask ppl take belonging salvage home give place go reconstruction begin,direct,1
hello give information distribution food opening school reconstruction haiti,direct,1
find work sweep street,direct,0
sent cv got answer yeti unemployed long time ago,direct,0
cannot get card go eat,direct,1
starving area called lamentin quite sure person claim area pleading aid time havent got anything,direct,1
asked tent never got one im sleeping cold every night,direct,1
ive sent numerous message ive never gotten response,direct,0
person say place called solino haiti say find water food place take bath,direct,1
place ppl go drop resume find work one ngoshumanitarian orgs,direct,0
person sending text message frustrated everything asking cannot find literal translation,direct,1
find card food nothing eat,direct,1
need know get food card hungry,direct,1
help city ganthier never,direct,1
please id like know african embassy haiti,direct,1
sant ebjemane fontamara family depending u receiving anything,direct,1
find information happening country,direct,1
house damaged stay cannot fix,direct,1
would like information country,direct,0
someone usa adopt year old,direct,0
people sleep tin house,direct,1
laseg information ministry want everyone use,direct,1
u koray one come check u authority ngo even international community stuck there alot taken refuge koray arcayais,direct,1
missed school get ready one month,direct,0
pregnant woman get xray scan,direct,0
go find tent tarpaulin canvas,direct,1
accountanti need job government thanks,direct,0
younster find job,direct,0
progress country brockenno foodwhat wait help urgent thanks,direct,1
sm thank minister said public health medical blood frontiere camep mine others good work continue ya population,direct,1
study completed successfully thanks lot,direct,0
sm eat small meal every day think would normal like american work although attendance demagoguery system,direct,0
participte reconstruction country,direct,1
please find help specially water tent,direct,1
voltaire technician auto mechanic computer,direct,0
information work country,direct,0
hungry one,direct,1
id like know house destroyed get back house,direct,1
would like job january th disaster,direct,1
asking minister govt work available country thank,direct,0
so thief issue rue nord alexis avenue poupelard breaking damage house broad day light,direct,1
story building ruelle chretien summit hill please destroyed may kill several whenever fall downone,direct,1
happen rest school year,direct,0
please tell get card pam distributing please call back,direct,0
would like know get card pam distributing get bag rice,direct,1
sned caall canada,direct,0
information needed vaccination,direct,1
watch eye suffer water wont kill u,direct,1
injured home destroyed even receiving water,direct,1
group woman twitye carrefour would like know get coupon card receive food,direct,1
gouvernement help u rebuild housei want believe,direct,1
earth shaking please give information,direct,1
news morning,direct,0
want go country side find bus,direct,1
person would like know apply passport time,direct,0
gorvement look place u stay small said cant build want take place,direct,1
think school opened ask god protect haitian child,direct,1
would like know updated news,direct,0
future hold haiti next year,direct,0
giving message adelmas,direct,1
people inside village rapatriye la plaine didnt receive help,direct,1
dont minute phone transmit information help u,direct,1
need tent water mahotiere carrefour trofort,direct,1
would like know school going start,direct,0
would like tent school deluge,direct,1
victim living field haytrak without tent nothing help,direct,1
would like know going haiti right thank,direct,1
would like know latest news,direct,0
would like know sent people injured earthquake jan,direct,1
waiting government build rain going sleep child day ive asking water tent ive sending lot message getting help thank,direct,1
victim haytrak short term camp dont shelter tent help thank much,direct,1
note request know school reopen,direct,0
request latest information,direct,0
relay message delmas hatt,direct,1
pity u la gonave cant anymore hunger demanding authority make way,direct,1
sm school future polarization current dekomb,direct,0
since event lamentin rue aurelle asking help one helped u woman men child hungry thank,direct,1
please dont send message phone helping,direct,0
sm speak english would like work help country thank much,direct,1
would like know going country,direct,0
ministery put people street,direct,1
hello writing see help u victim quake,direct,1
going get aid send pea juice bread water corn etc trianon mirebalais,direct,1
yr old journalismcomunication experience go drop cv job please,direct,0
receive nothing supporting president preval de sael president de rnep et acafdh,direct,0
social center gonaive people feed please help u,direct,1
information regarding earthquake situation,direct,1
pam distributing food said family widow orphan,direct,1
anymore information requarding quake aftershock,direct,1
find water food hostellodging,direct,0
hello santo prolonge need assistance,direct,1
private house,direct,0
asking concerned authority come visit u source corosol community carrefour zone wagney since earthquake havent received aid,direct,1
people get tent delmas zone aviation,direct,1
marin never found anything forgot victim like others,direct,1
something witnessed oclock centre dhbergement damien american expelledkicked earthquake victim,direct,1
masseh organization maren people staying u temporarely gotten help,direct,1
need tent would like know thank,direct,1
please give u information country going earthquake,direct,1
heard three day darkness true confirm information thanks good afternoon,direct,0
starting really hungry find help,direct,1
note asking catastrophe,direct,1
hunger killing u clercine please help u address clercine impasse aime everyone one impasse need aid,direct,1
note request info earthquake,direct,1
good evening live bon repos area rose amber entrance route since january th one came see u house destroyed street asking aid,direct,1
im delmas havent found anything aid far,direct,1
people delmas form association taking food name people neighborhood keeping distributed,direct,1
would like department responsible natural disaster keep people informed going many bad hanging head,direct,1
note request work accountant,direct,0
asking authority mobile telephone company lower price per minute u dont money buy phone card,direct,0
note asking cant use digicel number,direct,0
note specific aid needed unspecified,direct,1
note asking palais national reconstructed,direct,0
note request info construction,direct,1
dont question please government administering food distribution reconstruction,direct,0
note request information country activity,direct,0
much cost activate,direct,0
cant get aid battle try get card,direct,1
information received today see send u message,direct,1
chief minustha,direct,0
want spend day u help,direct,0
note asking precaution take mosquito,direct,1
cant sleep inside house yet specialist dont tell u anything anymore,direct,1
would like know department affected earthquake,direct,1
would like get information school going start west,direct,0
havent received aid christophe channel rue gemen isnt aid u well,direct,1
would like know earthquake risk caphaitien near future,direct,1
someone died kafou samida next christroi bus clear kont virea would like concerned party come take body,direct,1
good evening would like explanation service thank,direct,0
many people died earthquake january th,direct,1
think find people alive rubble,direct,1
people la plaine zone called marin havent gotten aid,direct,1
2012 many unimaginable thing could well happening world haiti country could spared friend,direct,1
whats exchange rate u dollar,direct,0
need help miragoane sleeping outside nobody thought u please start sending help countryside well many people pap came,direct,1
note incomplete seems like helping someone group peoplebut sick cant anything,direct,1
envy accountdespite fact legwork didnt work,direct,1
state help survivor gonaives since j message cut,direct,1
acacia street kriswa need lot help formed committee cant see u,direct,1
would like send u response acacia please,direct,0
would like know school reopen school destroyed,direct,1
dont give card food distributed area get anything good neighborsamaritan gave little hishers,direct,1
would like know decided want leave school portauprince go countryside parent longer money pay school u,direct,0
anse rouge zone artibonite lot people traumatized starting going crazy,direct,1
didnt say slept,direct,0
would like know commercial flight resume,direct,0
asking ministry public health please help fly mosquito shelter especially canape vert,direct,1
think return earthquake,direct,1
giving work,direct,0
send information please,direct,0
public school scare many parent sending kid,direct,0
cold front found cuba morning coming haiti tomorrow look like another round rain shower evening,direct,1
would like know giving coupon food distribution,direct,1
need food water,direct,1
know visit date senegalese french president,direct,0
really longing tender love love lot darling beside bed,direct,0
group young men machete causing trouble abri area site militaire need police presence please,direct,1
many young men terrorizing people machete temporary shelter priest house cite militaire asking police presence hurry hurry come quick shelter please,direct,1
come pick oclock darling,direct,0
fontamara received anything since earthquake,direct,1
psychologist specialist french language would like apply job,direct,0
street please let authority know u thatus sleep eat,direct,1
jedco mobile latrine place jeremie people coming throw ravine magloire ambroise cadet jeremie didnt jedco come pick ab,direct,0
located marassa commune croixdesbouquets,direct,1
gressier yet received anything especially downtown gressier,direct,1
dumilso area second section thomazeau need food tool work need water drink tent,direct,1
live peguy ville petion ville need food,direct,1
would like find job live pguyville firstyear student university medicine,direct,0
listening radio never mentioned gressier earthquake victim well,direct,1
info live fondparisien malpasse road lot people taken refuge fond parisien aid would like find job,direct,1
gresier house destroyed,direct,1
young metropolitan area go apply job especially delmas student street delmas,direct,0
living carrefour truitier reprsent preocharj organization need water food psychiatric service medication thank,direct,1
lot people died still rubble please help u,direct,1
please dont tent sleep street market leogane,direct,1
leogane sheltered desert sleeping free market leogane received anything far dying hunger please help u,direct,1
thank help good night,direct,0
atsct need aid tabarre bwablan dont tent dont food please help u help u find aid sent country,direct,1
there lot rain soaking wet please help u give u tent please god bless,direct,1
living grecier base roche valou route street sentil dezi,direct,1
vaccination campaign start province need,direct,1
dont water food shelter found medical aid even difficult pond branch people brat darbonne found box please bring u,direct,1
people dont housing raining foche,direct,1
thank happy waiting thanks,direct,0
sleep ant cold good night thank,direct,1
thanks give one place laferone city,direct,1
lot shooting road freres iron bridge,direct,1
church need help font church god,direct,1
slesiene carre im found aide,direct,1
hello still found areceived anything balanyen area canape vert rue rosa,direct,1
information humanitary help please,direct,0
need information humanitary help distribute,direct,1
victim left rane th friend house others help u please,direct,1
victim lost everything found help road,direct,1
iwould like know make available work please,direct,0
hello leogane rue noir possibility getting tent,direct,1
would like know happen,direct,1
hello would like know information cocerning shock south side country thanks,direct,1
working area translator post,direct,0
fontamara rue anacreon deprived,direct,1
would like know information system,direct,0
would like subscribe program,direct,0
wather portauprince,direct,1
thx ur servicei would like informed allspecially job news forthkeep ur good work,direct,1
good morning information today please,direct,0
im graduate student licence information would like work please help get one job,direct,0
would like know air line company tortug air going la gonave,direct,0
tabarre would like information expect next earth quake shock haiti port au prince case,direct,1
please would information job avalaible,direct,0
would like info work employment health activity thanks,direct,0
live nazon get assistance tent food,direct,1
done nothing u central plateau hinche,direct,1
thank much ill use,direct,0
hello need job driver accountant,direct,0
someone leogane go deliver part lost,direct,1
im responsible school person earth quake lost lot part school,direct,1
ihave lost family nembers family usa sent paper go embassy dont passport please help,direct,1
help delmas st martin area,direct,1
find department help grandmother,direct,1
really appreciate service,direct,0
anymore aftershock hurricane likely happen,direct,1
remarkable example haitian whats happening jan hate much worst haitian peopledo changeloving instead,direct,1
note question reconstruction haiti,direct,1
need help cant get anything ngo,direct,1
rte frere find hospital emergency please,direct,1
im close portauprince tabarre route freres need get hospital urgency,direct,1
4636 price gazoline go officially back goud gallon price earthquake price rose goud gallon black market event,direct,0
help find job please,direct,0
please help lagonave help helphelp,direct,1
hello would like information school reopening portauprince surroundings thanks,direct,1
whats going happen student,direct,1
helloif goverment looking place put themthey put evrybody department latibonite place many people go,direct,1
people province need tent shelter also thank,direct,1
live carrefourfeuilles rue sicot dont shelter food water,direct,1
people santo need food water thank,direct,1
note asking earthquake,direct,1
people gressier santo area enpas de arbres launched so suffering lack shelter water food please help,direct,1
medical student id like get job helping sick,direct,1
people croixdesmissioons never got anything la plaine especially,direct,1
note wanting info school opening,direct,0
note wanting know many people died earthquake pap,direct,1
never found tent live tie sheet stay,direct,1
portauprince need much mathieu logane need much thank collaboration foreign country would like see france take country,direct,1
port au prince need tent u matye leogane need tent thank collaboration foreign country france want take haiti,direct,1
gouvernment going brocken house,direct,1
need last information,direct,0
go vaccination give say place child younger year dont say old people,direct,1
give infosi get nothing,direct,0
mistake food distributionsome people give card people know beg people eatits fair,direct,1
tell get foodwhere cana find card eat toothanks,direct,1
im year old get vaccinated,direct,0
please fontamara need arm help u,direct,1
give info digicel quake since january special care take rebuild houseso happen,direct,1
help cesm delmas st martin street,direct,1
gouvernment find tent live dont,direct,1
need information senegal proposal haitian victim,direct,1
many people died quakethanks,direct,1
live petion ville find card go eat,direct,1
info get reponing school,direct,1
wrote yesterdayno answeri dont know got wait answer please,direct,1
wow cloud started come skybut police stopped,direct,1
still wait help south deptthanks understanding,direct,1
electrician need give application cv dont know give,direct,0
bad odor much port au princethe help mission find better plan workwhere boss lot nice talk nothingwe need everything,direct,1
4636 hallo wish good day,direct,0
passport made never one yet,direct,0
would get information,direct,0
look like heard big emptinessa noise ground,direct,1
hallo info get good job need thanks,direct,0
food help bag rice bean oil etc go cook food eat,direct,1
csjif need eat ruelle silvya tou give eat folk suffering hunger,direct,1
good morning register wanted go senegal nigeria need information,direct,0
good morning dont home please give family food also tent,direct,1
tomorrow haiti possible possible haiti tomorrow,direct,1
realy hard find solution problem hit haiti cost al lot recover,direct,1
sleeping street carrefour kafou specialement mon repos forgotten without food tent,direct,1
would like information governmento school openning school open,direct,1
people left capital province remember choosing people vote,direct,0
bizoton need water anf food,direct,0
catastrophe jan order able take care need,direct,1
people hopital dont help dont enough take occasion send message little space,direct,1
hallo need help ask gouvernment organization hare help people need january quake people gonaives come port au prince,direct,1
people kola never found food,direct,1
aroun route terre shada lot problem thn people food place sleep help come yet,direct,1
someone need work,direct,1
located first section petitbois commune croix de bouquet need foodtents dume waiting help,direct,1
please spread word need tent leoganeit really urgent,direct,1
problem would like know could help live pelerin,direct,1
au cap gymnasium hospital justinien,direct,1
need food cavaillon lot people come portauprince,direct,1
hallo need info inscription senegal nigeria tokio,direct,0
dont food allwe need help thanks digiciel,direct,1
married child wife,direct,0
live canapevert sainte marie impasse nicolas need tent water foodand poison kill bugswhere live nobody came help u yet,direct,1
thanks advance need help,direct,1
delmas predaye need food tent care,direct,1
house dammaged cant get inand need tent,direct,1
would like information employment offer,direct,0
want scholarship another countryand return haiti,direct,0
economist year ingineer electro mechanic university applied science port au prince,direct,0
locality lafayette petit boukan gressierno help yet,direct,1
information haiti earthquake,direct,1
problem need work earn living jurist profession,direct,0
whattime begin distribution,direct,1
want work better information professor working alot school capital,direct,0
water u,direct,1
whats step going taken student school destroyed ending year like step taken finsih school year,direct,1
carrefour feuilles need food drinking water tent,direct,1
sent message understand,direct,0
need give electricity petionville,direct,1
thing portauprince,direct,1
good evening live santo havent recieved help hear,direct,1
didnt ask rice asked pound people live lamartin verna,direct,0
need material food many refugee city arriving,direct,1
please help u dying hunger lot house destroyed well,direct,1
would like information regarding number use,direct,0
dying hunger eaten anything day whole neigborhood,direct,1
already saying digicel cell phone power minute,direct,1
need help centre dhbergement saint martin delmas area rue saint martin never received anything something u,direct,1
note going flight miami haiti,direct,0
need tent drinking water sanitation supply food childrenbaby food rue caonabo delmas organisation,direct,1
hope well name god well need tent family child house cave see please thank,direct,1
responsible organization gpdenh saint bejeman bicentennial ed need food water medicine tent,direct,1
opdf organ pour developpement fort royal haiti petit goave demand responsible office agency geanse,direct,1
much passport cost,direct,0
id like subscribe info service,direct,0
need helpplease something uswe need,direct,1
bank account earthquake ask police help situation,direct,1
mountain lavout water drink please help,direct,1
note dont understand sm,direct,0
please help nothing live since january thhursty hungry,direct,1
food distribution take place region marin croix de mission,direct,1
people never find nothing,direct,0
digicel shit bad company bad system,direct,0
ok thank waiting answer,direct,0
sick fiever please send tent house metal platesnot good come help,direct,1
would like submit resume,direct,0
locality fayette section petit boukan way gressierhelp never got,direct,1
food distribution route frere organized,direct,1
going official exam school year,direct,0
without jobwe need live kid witout parent god mother diploma need job,direct,0
thanks digicel help u,direct,1
hallo need job show place find good job,direct,0
love much dothe despair sadness come back,direct,0
fall sadness today faultit heart,direct,0
website haitian red cross available seen yet destroyed urgent,direct,1
let know earthquake happen haiti thank,direct,1
petitgoave would like know place submit resume curriculum vitae,direct,0
would like know temperature whether rain evening,direct,0
dont understand sent tell make understand,direct,0
two people problem petitgoave mangomarion area one broken foot one blind cannot hold hungry thirsty help u,direct,1
please find food temporary shelter clercine send information,direct,1
please make sure left rue alixbecause remember thank im waiting response,direct,0
would like avoid affected area get assistance found mainly avil okay,direct,1
flooded portauprince live gonaives need help,direct,1
question regarding meteorological prediction today,direct,1
city le cayes need helpyou put away city,direct,1
tell red cross comity lot victim never got help,direct,1
help island gonave dont food ten nothing,direct,1
petit goave pierre louis need tent david jean charles,direct,1
mahotiere dont food water tent,direct,1
need help croix de bouquet food water medic,direct,1
tomgato food water,direct,1
id like response uservice emergency medical aid temporary shelter await response,direct,1
need food economic assistnce word money earthquake victim found government aid please call number amessage cut,direct,1
note asking tsunami alert,direct,1
want continue university study venezuela speak spanish would like scholarship one latino country study inaghei,direct,0
lot problem lost four kid im broken wife crazy help,direct,1
martissant need food medic water,direct,1
please pas zone destra isolated,direct,1
ninth municipal section citroniera leogane need help health care food shelter,direct,1
people fayette asking international organisation help still feeling shock,direct,1
live leogane around cola route de lamiti since event,direct,1
good evening place sleep dont water dont food small amount wheat got already gone cooked eaten,direct,1
house fell calling ask help please thank,direct,0
living leogane kola zone route lamitye since earthquake foreigner giving aid never passed asking pas aid,direct,1
child elderly handicapped without help food drink water clothing medicine,direct,1
problem jacmel commune lovout,direct,0
please send food supply people living tigwav zone kayiman bridge thank help,direct,1
would like help please,direct,1
carrefour feuilles lot house brockendead people smellind much good health,direct,1
said teleco victimes hell make instead give away friendy fifty nine million dollar cant believe,direct,1
hello manager u coast haiti especially gros morne nothing eat please think u counting,direct,1
going country ask question country ever fixed,direct,0
thing good u,direct,1
note asking public university opening,direct,0
pap gonave island house destroyed need food,direct,1
need food gonaives came pap house destroyed please call number,direct,1
find tent cant go fight get one,direct,1
need help food tent,direct,1
dont get help doctor,direct,1
information earthquake please help,direct,1
nerette petionville need product woman wash order reduce infection cleanthe water use,direct,1
need help milot food people starving death,direct,1
problem something thank advance,direct,1
hello hungry saint theresa street dying rain people jacmel sleeping street please need help,direct,1
send message please human,direct,1
lesdunes artibonite prevent thisi need help,direct,1
south camp camp perrin cayes ayiti latlon left port au prince would like get little help please,direct,1
normalyou take haitian dog drop food helicopter reallywe deserve respect thanks effort,direct,1
organisation always missing pointdo give gouvernment million dont help u keep,direct,1
would like find job cepoz,direct,0
child seriously injured,direct,1
survivor pap need help,direct,1
ethere people job killed,direct,1
ask authority help u people dufour next miragoanewe need foodthe kid hungry,direct,1
ojcad organisation leogane duffort area family need help thanks lot,direct,1
need help bon repos la plaine,direct,1
tigoave lot problem send help u cant get help dying hungerwe dont tent,direct,1
duma hungry croix de bouquet area come waiting,direct,1
people canape vert people cote de fer area need aid,direct,1
misery house brocken found nothing eatplease help,direct,1
understand siks af understand siltepl,direct,1
information earthquake disappeared,direct,1
family destroyed cannot even go schoolhelp please,direct,1
need money pay school gonaives thank,direct,1
need little bit information please,direct,0
carrefour lamentin rue moravia et lamentin rue st charles need foodswater drug sleeping bagwe onlyhelp u,direct,1
peole living la montay especially lespinas need medical aid,direct,1
excuse bothering ask,direct,0
port au prince wounded house brocken family member help,direct,1
everyone gressier near leogane sleeping street need tent,direct,1
live leogane quartier kola route de lamitie never found help whatsoever ask responsible party think u,direct,1
want help country need help,direct,1
please accept sirmadam special greeting,direct,1
need water food medication jacmel montagne la voute,direct,1
came back operation entire store robbed,direct,1
student looking correspondence lesson santo domingo go,direct,0
nothing eat please help,direct,1
want help haitian student god bless,direct,1
surgery tuesday hospital general go back remove called doctor cannot find,direct,0
miragoane supposed buying medication victim hope assitance arrives sainte therese hospital miragoane,direct,1
thank message would like know ngo provides help canape vert,direct,1
food eat cannot feed child,direct,1
ministry health want mother know breast feeding mother must continue fear spoil milk remember breast feeding rich baby,direct,0
breast feeding mother need eat sleeping street department public health mother longer breast feed,direct,1
friend homeless tent tarpaulin canvas thank advance,direct,1
need water la gonave need food medicine,direct,1
need help la plaine du nord north,direct,1
cannot get food house dying hunger please help live martissan,direct,1
la gonave listen bbc frequency,direct,0
need food medical assistance citizen action haitian renovation acireh,direct,1
need food medical assistance signed action citoyennes pour la renovation dhaiti,direct,1
god bless please send message let know people nazarean church entrance dessalines street help,direct,1
going die hunger othe corner offontamara impasse village royal friend helping u house destroyed dont anyone dead true,direct,1
tent sleep help plese call number give tent,direct,1
would like last message,direct,0
good evening writing ask little help sibert area calling something eat havent eaten anything yet ask please u favor,direct,1
please would like know precaution prevent disease catastrophe january,direct,1
thanks information never give anything expected something thanks advance,direct,1
please help find road jacmel tiberon river,direct,1
would happen home belong poor people government say,direct,0
need water foodthere woman delivered baby medicine lot stuff counted least family need need,direct,1
need tent sleep dont place dont pea dont cooking oil milk palais de lart delmas,direct,1
burnt trash thing need food eat,direct,1
thank great message send dont forget tent please,direct,1
need protect sickness jan th catastrophy,direct,1
big problem distribute food give pal friend know,direct,1
haitian still going senegal,direct,1
im bit disturb situation haiti please advise day come,direct,1
wehre send help pay money either every month every two week,direct,1
ciab group coordination interactive de bande du nord asking aid people zone rear neighbourhood tifenty tivoteney people alone difficult moment,direct,1
child diarrhea,direct,0
live petit goave lot problem please help give little help economically please please please,direct,1
send message,direct,0
would like type work talking,direct,0
tell message apparently dont understand receiving message text,direct,0
united nation said keep garbage next water spring,direct,1
must find job,direct,0
would need obtain canadian visa,direct,0
need shelter raining,direct,1
raining kid mother wet,direct,0
lab open public time thank,direct,0
need tarp tent food water health care,direct,1
good morning live place de la paix get food,direct,1
many people getting crazy street plateau centralit dangerous,direct,1
please please help need food water tent,direct,1
person need go senegal,direct,0
need food card tent faustin brutus street didnt get card please tell go get,direct,1
need food medication area bombardopolis haiti,direct,1
salute jacmel haiti need help food tent toiletry please something u fast help u house destroyed,direct,1
school open province real,direct,0
need news senegal please,direct,0
need information impact morningsrain,direct,1
people would like know get passport day,direct,0
someone passport,direct,0
2 km east city jacmel southeast dept,direct,1
student want get help job,direct,1
commitee waiting answer reuters agency thank accepted correspondance,direct,1
people la voute lot water problem,direct,1
information opening school,direct,1
would like know protect earthquake please,direct,0
people went province able find job,direct,1
operated foot dayi cannot find doctor take thing foot,direct,0
good morning live th section leyogane seen aid yet biggest problem young woman going give birth month shelter deliver,direct,1
student need job please,direct,0
people bainet afer earthquahe january water shelter food impression forgot u,direct,1
id like know little information city grand goave,direct,0
information mosquito,direct,0
need everything right hopless,direct,1
ha please need tent work know drive driver license,direct,1
would like information tsunami,direct,1
u delma cant find anything one come see u sleeping open nothing eat water tent,direct,1
clercine village theodate dont help expect soon,direct,1
good evening inhabitant clercine next village thedate never found anything,direct,1
quite ill cannot find care,direct,1
need tent,direct,1
sleep rainsend tent life next hospital sodex,direct,1
please write give hope want see family,direct,1
got wanna make passport havent archival extract,direct,0
victim need comforting word need word support,direct,1
want find job ngo government upload resume httpwwwjobpawcom,direct,0
would like information,direct,1
hello wanna know office archive work work,direct,0
group working people sion need help sion food tent product sanitize water,direct,1
student lost everything need kind help,direct,1
got message unfortunately im home time ill call u later,direct,0
second well see jesus shake earth goudou goudou haitian yeal jesus gace u jesus look satan ask waht u see satan say,direct,1
pleaseplease help need food water tent,direct,1
responsible survivor sion grand ravine cant find food water,direct,1
please arrange go senegal one responsible fo expense much,direct,0
new piece information get today,direct,0
hello wann receive mail advice thank,direct,0
gouvernment caannot take care situationthey observe like rest usbut like something,direct,1
way write word vyolans violans,direct,0
good evening nw department would like work ngo,direct,0
person diarhera roujol cold need medic kid year old,direct,1
sender asking never receives response sm,direct,0
think rebuild haiti,direct,1
rice come mirbalaisan gang want keep costody rice dont go artibonite population keep truckstop go insecurity population,direct,1
reminded stuff government talking school impossible west south north central plateau,direct,0
parent cry crazy people gouvernment dare tell u bring child open wall call school dont send need security,direct,1
tomorrow haiti future haiti possible,direct,1
jounalist grand goave need info tell population,direct,0
silo raining people get panic need tent kid get sick help help,direct,1
united nation tell u let garbage near house prevent disease,direct,0
would love know whats going,direct,0
good morning living th section leogane haiti never receive help biggest problem young woman give birth month place house,direct,1
new info regarding site im phone sony c,direct,0
united nation please st marc dont food think u lil bit,direct,1
possbilities student go abroad dominican republic finish study,direct,0
would like information travelling senegal,direct,1
would like information travelling senegal,direct,0
many fatality missing portauprince,direct,1
wanna get job ngo haitian government,direct,0
come digicel yet sent calling card thats waiting,direct,0
young guy without job since earthquake,direct,1
get order united nation health wheres health minitry haiti whers minister health,direct,1
would like thank passing message around keep working way together get thank,direct,0
orphan since earthquake help please,direct,1
hi little sherly good night kiss kiss kiss,direct,0
time close santo domingo border plan go,direct,0
anyone able help information please call emessage cut,direct,1
resting hurting lot,direct,1
tomorrow thursday copa del rey spanish soccer match barcelona eliminated long ago seville among team play phase,direct,0
resposible health need vaccin drink water dont fontama,direct,1
seems goin rain please prime minister somethin u front shec mais gate port au prince,direct,1
receive cash back since,direct,0
would like go hospital time go province ecountryside help,direct,1
know find prisoner,direct,0
updated news please,direct,0
5 lambert street extendedand merilus street,direct,0
going able make pasport imigration,direct,0
people route de dalles extended would like ask edh electricity haiti something u blackout power surge electrical post da,direct,1
good morning sir please id like know school restated portauprince city thank advance frantz,direct,1
hi thanks valuable work youre like giving u information need,direct,0
asked question didnt get response sorry thought would share idea better,direct,0
speak english portugues french creole help,direct,1
requesting information need know,direct,0
im economist would like find work please,direct,0
tell ministry health la goave havent found help function,direct,1
order help student bizoton area neighborhood lose scolar year,direct,1
family aid fine,direct,0
get access pas card cant get involved struggling never come place bring stuff u never answer u,direct,1
minister health told everyone who taking prescription aid go place someone get,direct,1
hello sending message id like know immigration office working finally get passport done thanks,direct,0
goodday many second long january th earthquake,direct,1
arent called program president apparently making effort hunger still talking majority family general population dying hunger gonaives example,direct,1
id like get message service please,direct,0
find help province name aquin,direct,1
know aid tell,direct,1
please send u200 promised please,direct,1
im sending message tell country sending help haiti god surprise specially american,direct,1
please forgot website need send resume please answer fast,direct,0
good morning president preval people lagonave dying hunger,direct,1
petite palace cazeau delmas portauprince ouest haiti latlon,direct,1
south campperrine le cayes,direct,1
white people taken haiti would like white take haiti please answer,direct,0
much money given haiti true american didnt give money government,direct,1
true brezils president said would build house haiti,direct,0
true there still people alive st gerard,direct,1
give result championship england italy spain important information,direct,0
send ranking spanish italian english championship thanks collaboration country keep giving people need well keep stuggling,direct,0
help u centre people address glise dieu mission evangelique jacmel valee thank counting understanding thank,direct,1
there help earthquake water good worse ruined everyones teeth,direct,1
asking news type information good morning,direct,1
buy water u help need food,direct,1
requesting update please,direct,0
give info school gov school,direct,0
give information aid haiti please,direct,1
information virusesbacteria vaginal infection,direct,0
thanks rice need oil,direct,1
